Feature,Importance
Rainfall_7Day_MA,0.22497365997938853
Daily Rainfall (m.m),0.1585239795927833
Rainfall_3Day_MA,0.1568141882962279
Rainfall_15Day_MA,0.08692142589832316
Day,0.08288139477110973
Rainfall_Lag_2,0.07173154877132093
Progressive (m.m),0.05809500302326158
Rainfall_Lag_3,0.053393539119945016
Rainfall_Lag_1,0.05163331670417393
DayOfYear,0.04490763109673386
Month,0.01012431274673198
Year,0.0
